code;name;uf;latitude;longitude
2410900;"Riachuelo";RN;-5.8179;-35.8247
4202438;"Bocaina do Sul";SC;-27.7442;-49.9444
4316204;"Rondinha";RS;-27.8313;-52.9079
3118205;"Conquista";MG;-19.9370;-47.5443
3110806;"Campanário";MG;-18.2389;-41.7298
5219357;"Santa Isabel";GO;-15.2984;-49.4249
4210605;"Massaranduba";SC;-26.6170;-49.0089
5210802;"Itajá";GO;-19.0680;-51.5449
3543402;"Ribeirão Preto";SP;-21.1767;-47.8065
4120408;"Presidente Castelo Branco";PR;-23.2794;-52.1524
4104055;"Campo Bonito";PR;-25.0335;-52.9950
2905909;"Campo Alegre de Lourdes";BA;-9.5165;-43.0105
3167509;"Simão Pereira";MG;-21.9650;-43.3137
2206001;"Marcos Parente";PI;-7.1176;-43.8924
4128708;"Vitorino";PR;-26.2679;-52.7824
3518859;"Guatapará";SP;-21.4956;-48.0393
2500304;"Alagoa Grande";PB;-7.0392;-35.6305
2402709;"Cerro Corá";RN;-6.0455;-36.3464
2508604;"Lucena";PB;-6.8989;-34.8706
2100402;"Altamira do Maranhão";MA;-4.1670;-45.4648
2709152;"Teotônio Vilela";AL;-9.9078;-36.3521
4308003;"Faxinal do Soturno";RS;-29.5810;-53.4465
5103700;"Feliz Natal";MT;-12.3887;-54.9360
3102605;"Andradas";MG;-22.0694;-46.5709
4202404;"Blumenau";SC;-26.9144;-49.0693
2312809;"Senador Sá";CE;-3.3523;-40.4639
5202601;"Aurilândia";GO;-16.6788;-50.4652
3518206;"Guararapes";SP;-21.2543;-50.6440
4112207;"Janiópolis";PR;-24.1415;-52.7814
3159308;"Santa Rita de Jacutinga";MG;-22.1489;-44.0951
4218103;"Timbé do Sul";SC;-28.8326;-49.8469
4120507;"Primeiro de Maio";PR;-22.8531;-51.0246
5006903;"Porto Murtinho";MS;-21.6979;-57.8889
2516755;"Tenório";PB;-6.9402;-36.6276
2500403;"Alagoa Nova";PB;-7.0610;-35.7633
1507706;"São Sebastião da Boa Vista";PA;-1.7184;-49.5326
5103809;"Figueirópolis D'Oeste";MT;-15.4461;-58.7375
2922052;"Mulungu do Morro";BA;-11.9673;-41.6375
2410207;"Portalegre";RN;-6.0267;-37.9873
3142809;"Monte Alegre de Minas";MG;-18.8620;-48.8652
1716109;"Paraíso do Tocantins";TO;-10.1767;-48.8811
2807501;"Tomar do Geru";SE;-11.3748;-37.8410
2304608;"General Sampaio";CE;-4.0515;-39.4506
3510005;"Cândido Mota";SP;-22.7446;-50.3895
3502606;"Aparecida d'Oeste";SP;-20.4502;-50.8809
2516607;"Tavares";PB;-7.6338;-37.8765
2913903;"Ipiaú";BA;-14.1360;-39.7367
3110103;"Caiana";MG;-20.6955;-41.9232
4209904;"Lontras";SC;-27.1699;-49.5429
4307831;"Eugênio de Castro";RS;-28.5261;-54.1483
4128658;"Virmond";PR;-25.3825;-52.2047
4112306;"Japira";PR;-23.8123;-50.1405
2930204;"Sento Sé";BA;-9.7395;-41.8830
2508554;"Logradouro";PB;-6.6148;-35.4424
4316006;"Rolante";RS;-29.6524;-50.5750
3134608;"Jaboticatubas";MG;-19.5176;-43.7465
2108900;"Poção de Pedras";MA;-4.7528;-44.9448
2701308;"Cajueiro";AL;-9.3957;-36.1508
1400605;"São Luiz do Anauá";RR;1.0166;-60.0446
4128005;"Ubiratã";PR;-24.5393;-52.9905
2205805;"Luzilândia";PI;-3.4598;-42.3724
2402006;"Caicó";RN;-6.4627;-37.0943
4307815;"Estrela Velha";RS;-29.1774;-53.1561
2807600;"Umbaúba";SE;-11.3824;-37.6567
2304707;"Granja";CE;-3.1196;-40.8258
2410306;"Serra Caiada";RN;-6.1070;-35.7122
3101904;"Alpinópolis";MG;-20.8647;-46.3881
4201703;"Ascurra";SC;-26.9565;-49.3766
4307807;"Estrela";RS;-29.5021;-51.9674
3143153;"Monte Formoso";MG;-16.8664;-41.2555
2905701;"Camaçari";BA;-12.7058;-38.3202
2508406;"Lastro";PB;-6.5150;-38.1781
4104105;"Campo do Tenente";PR;-25.9795;-49.6837
2100709;"Anajatuba";MA;-3.2656;-44.6178
3110202;"Cajuri";MG;-20.7894;-42.7960
2922003;"Mucuri";BA;-18.0869;-39.5516
4119806;"Planalto";PR;-25.7184;-53.7697
5219258;"Santa Fé de Goiás";GO;-15.7728;-51.1035
3534609;"Osvaldo Cruz";SP;-21.7951;-50.8765
2402105;"Campo Redondo";RN;-6.2419;-36.1854
2615706;"Triunfo";PE;-7.8358;-38.1063
2500205;"Aguiar";PB;-7.0916;-38.1724
3305703;"Sumidouro";RJ;-22.0485;-42.6734
5211206;"Itapuranga";GO;-15.5610;-49.9466
1507755;"Sapucaia";PA;-6.9429;-49.6997
4127965;"Turvo";PR;-25.0430;-51.5394
3167400;"Silvianópolis";MG;-22.0295;-45.8359
3102001;"Alterosa";MG;-21.2487;-46.1424
4307906;"Farroupilha";RS;-29.2239;-51.3482
3502408;"Anhumas";SP;-22.2960;-51.3860
4127957;"Tupãssi";PR;-24.5855;-53.5155
4111605;"Ivatuba";PR;-23.6195;-52.2170
3526407;"Laranjal Paulista";SP;-23.0521;-47.8379
2410256;"Porto do Mangue";RN;-5.0675;-36.7802
5104104;"Guarantã do Norte";MT;-9.9525;-54.9021
1707207;"Dois Irmãos do Tocantins";TO;-9.2547;-49.0655
2304657;"Graça";CE;-4.0454;-40.7522
3159209;"Santa Rita de Caldas";MG;-22.0289;-46.3375
1715507;"Oliveira de Fátima";TO;-10.7092;-48.9119
2607505;"Itaíba";PE;-8.9472;-37.4228
3126752;"Franciscópolis";MG;-17.9603;-42.0064
1400407;"Normandia";RR;3.8793;-59.6280
2930006;"Sebastião Laranjeiras";BA;-14.5700;-42.9435
2313203;"Tamboril";CE;-4.8284;-40.3184
2410108;"Poço Branco";RN;-5.6214;-35.6571
5219209;"Santa Cruz de Goiás";GO;-17.3167;-48.4823
3502507;"Aparecida";SP;-22.8489;-45.2285
4103404;"Cafeara";PR;-22.7885;-51.7129
2807402;"Tobias Barreto";SE;-11.1881;-38.0032
2701357;"Campestre";AL;-8.8502;-35.5659
3151008;"Piranguinho";MG;-22.4021;-45.5321
3110004;"Caeté";MG;-19.8985;-43.6707
2205854;"Madeiro";PI;-3.4832;-42.4988
2921807;"Mortugaba";BA;-15.0230;-42.3689
4307864;"Fagundes Varela";RS;-28.8851;-51.7046
3143203;"Monte Santo de Minas";MG;-21.1904;-46.9803
2914307;"Iramaia";BA;-13.2930;-40.9584
1707306;"Dueré";TO;-11.3430;-49.2691
2615003;"Taquaritinga do Norte";PE;-7.9026;-36.0441
2930105;"Senhor do Bonfim";BA;-10.4620;-40.1913
2108801;"Pirapemas";MA;-3.7292;-44.2243
2305001;"Guaraciaba do Norte";CE;-4.1620;-40.7525
2401909;"Caiçara do Rio do Vento";RN;-5.7596;-35.9987
1400506;"São João da Baliza";RR;0.9501;-59.9103
4307203;"Erval Grande";RS;-27.3896;-52.5699
5211008;"Itapirapuã";GO;-15.8230;-50.6137
4217956;"Tigrinhos";SC;-26.6885;-53.1522
3101805;"Alpercata";MG;-18.9794;-41.9841
2206209;"Miguel Alves";PI;-4.1660;-42.8947
1302801;"Maraã";AM;-1.8604;-65.5913
4201604;"Arroio Trinta";SC;-26.9310;-51.3352
4103370;"Brasilândia do Sul";PR;-24.1957;-53.5265
3551009;"São Vicente";SP;-23.9667;-46.3830
3167707;"Sobrália";MG;-19.2363;-42.0972
3135001;"Jaguaraçu";MG;-19.6471;-42.7513
3305752;"Tanguá";RJ;-22.7360;-42.7213
2606804;"Igarassu";PE;-7.8332;-34.9065
2921906;"Mucugê";BA;-13.0056;-41.3695
2906105;"Canápolis";BA;-13.0710;-44.2013
2100600;"Amarante do Maranhão";MA;-5.5690;-46.7471
4103479;"Cafezal do Sul";PR;-23.9056;-53.5178
1400472;"Rorainópolis";RR;0.9324;-60.4253
2615102;"Terezinha";PE;-9.0572;-36.6240
2508802;"Malta";PB;-6.9076;-37.5212
5202809;"Avelinópolis";GO;-16.4660;-49.7576
5218508;"Quirinópolis";GO;-18.4484;-50.4531
4315354;"Quinze de Novembro";RS;-28.7416;-53.0941
3534500;"Oscar Bressane";SP;-22.3186;-50.2828
3305604;"Silva Jardim";RJ;-22.6512;-42.3902
3501806;"Américo de Campos";SP;-20.2992;-49.7319
3126802;"Frei Gaspar";MG;-18.0648;-41.4286
1400456;"Pacaraima";RR;4.4832;-61.1392
3542800;"Ribeira";SP;-24.6587;-49.0080
2606903;"Iguaracy";PE;-7.8357;-37.5152
3159506;"Santa Rita do Itueto";MG;-19.3587;-41.3798
2313252;"Tarrafas";CE;-6.6825;-39.7582
4127858;"Três Barras do Paraná";PR;-25.4226;-53.1900
3167806;"Soledade de Minas";MG;-22.0592;-45.0441
3526308;"Lagoinha";SP;-23.0904;-45.1896
2929404;"São Miguel das Matas";BA;-13.0481;-39.4558
2500601;"Alhandra";PB;-7.4364;-34.9127
4103453;"Cafelândia";PR;-24.6198;-53.3192
3509957;"Canas";SP;-22.7022;-45.0530
1707108;"Divinópolis do Tocantins";TO;-9.8001;-49.2114
5218607;"Rialma";GO;-15.3146;-49.5792
3143005;"Monte Belo";MG;-21.3262;-46.3679
4315453;"Relvado";RS;-29.1132;-52.0709
3118601;"Contagem";MG;-19.9192;-44.0928
4209854;"Lindóia do Sul";SC;-27.0524;-52.0846
3151305;"Piraúba";MG;-21.2766;-43.0263
4119657;"Pitangueiras";PR;-23.2333;-51.5856
3159605;"Santa Rita do Sapucaí";MG;-22.2525;-45.7040
3518107;"Guarantã";SP;-21.8973;-49.5904
2921203;"Miguel Calmon";BA;-11.4277;-40.5951
2500577;"Algodão de Jandaíra";PB;-6.9042;-36.0111
4323606;"Vista Alegre do Prata";RS;-28.8070;-51.7850
1507102;"São Caetano de Odivelas";PA;-0.7475;-48.0198
3134806;"Jacuí";MG;-21.0160;-46.7419
3143104;"Monte Carmelo";MG;-18.7293;-47.4968
4218004;"Tijucas";SC;-27.2428;-48.6319
3550803;"São Sebastião da Grama";SP;-21.7109;-46.8211
2929370;"São José do Jacuípe";BA;-11.5042;-40.0242
4201653;"Arvoredo";SC;-27.0745;-52.4575
3305554;"Seropédica";RJ;-22.7430;-43.7056
3151404;"Pitangui";MG;-19.6827;-44.8900
3110400;"Camacho";MG;-20.6252;-45.1574
3509908;"Cananéia";SP;-25.0104;-47.9299
5103957;"Glória D'Oeste";MT;-15.7673;-58.3112
4323457;"Vila Nova do Sul";RS;-30.3448;-53.8812
2929354;"São José da Vitória";BA;-15.0809;-39.3381
4315404;"Redentora";RS;-27.6624;-53.6416
2709400;"Viçosa";AL;-9.3747;-36.2432
3126604;"Francisco Dumont";MG;-17.3145;-44.2318
3534807;"Ouro Verde";SP;-21.4881;-51.7017
1302702;"Manicoré";AM;-7.9257;-61.5645
2402303;"Caraúbas";RN;-5.7945;-37.5582
3134905;"Jacutinga";MG;-22.2883;-46.6142
4209805;"Leoberto Leal";SC;-27.5075;-49.2875
3167608;"Simonésia";MG;-20.1233;-42.0024
3102209;"Alvarenga";MG;-19.4190;-41.7277
3542602;"Registro";SP;-24.4956;-47.8453
2606705;"Ibirajuba";PE;-8.5797;-36.1781
3550902;"São Simão";SP;-21.4774;-47.5547
4127908;"Tuneiras do Oeste";PR;-23.8705;-52.8770
4111555;"Ivaté";PR;-23.4065;-53.3750
2701209;"Cacimbinhas";AL;-9.3998;-36.9909
4218350;"Treviso";SC;-28.5149;-49.4576
2517001;"Umbuzeiro";PB;-7.6969;-35.6627
3126703;"Francisco Sá";MG;-16.4763;-43.4901
3159407;"Santa Rita de Ibitipoca";MG;-21.5628;-43.9148
3526605;"Lavrinhas";SP;-22.5679;-44.9060
2614857;"Tamandaré";PE;-8.7468;-35.0937
3534906;"Pacaembu";SP;-21.5668;-51.2634
3142403;"Moema";MG;-19.8435;-45.4147
4119707;"Planaltina do Paraná";PR;-23.0217;-52.9183
3542701;"Restinga";SP;-20.6029;-47.4839
5218391;"Professor Jamil";GO;-17.2495;-49.2428
1715705;"Palmeirante";TO;-7.8580;-47.9253
4323408;"Vila Maria";RS;-28.5341;-52.1520
4127882;"Tunas do Paraná";PR;-24.9740;-49.0861
1506906;"Santarém Novo";PA;-0.9287;-47.3989
4103354;"Braganey";PR;-24.8179;-53.1208
4307054;"Ernestina";RS;-28.4986;-52.5729
2708709;"São Miguel dos Milagres";AL;-9.2656;-35.3727
3118502;"Consolação";MG;-22.5528;-45.9231
3526704;"Leme";SP;-22.1855;-47.3887
5202155;"Araguapaz";GO;-15.0939;-50.6323
2206050;"Massapê do Piauí";PI;-7.4641;-41.1257
3151206;"Pirapora";MG;-17.3514;-44.9483
2304954;"Guaiúba";CE;-4.0397;-38.6349
2108108;"Paulo Ramos";MA;-4.4450;-45.2423
4323507;"Vista Alegre";RS;-27.3694;-53.4928
3134202;"Ituiutaba";MG;-18.9691;-49.4643
4111506;"Ivaiporã";PR;-24.2384;-51.6667
1507003;"Santo Antônio do Tauá";PA;-1.1521;-48.1298
4201950;"Balneário Arroio do Silva";SC;-28.9875;-49.4132
1400704;"Uiramutã";RR;4.5948;-60.1632
1303007;"Nhamundá";AM;-2.1898;-56.7121
2700508;"Barra de Santo Antônio";AL;-9.4117;-35.5071
5103361;"Conquista D'Oeste";MT;-14.5375;-59.5440
3518503;"Guareí";SP;-23.3731;-48.1845
4315321;"Quevedos";RS;-29.3526;-54.0721
5103353;"Confresa";MT;-10.6540;-51.5712
2313104;"Tabuleiro do Norte";CE;-5.2512;-38.1304
3551207;"Sarutaiá";SP;-23.2752;-49.4792
2929255;"São Gabriel";BA;-11.2275;-41.8761
3126000;"Florestal";MG;-19.8875;-44.4329
4315313;"Quatro Irmãos";RS;-27.8197;-52.4457
4103305;"Borrazópolis";PR;-23.9399;-51.5838
4218400;"Treze de Maio";SC;-28.5591;-49.1480
2108207;"Pedreiras";MA;-4.5703;-44.6051
4315305;"Quaraí";RS;-30.3895;-56.4528
4128203;"União da Vitória";PR;-26.2307;-51.0882
2615300;"Timbaúba";PE;-7.5129;-35.3173
3534708;"Ourinhos";SP;-22.9811;-49.8659
2700607;"Barra de São Miguel";AL;-9.8428;-35.9032
2410504;"Rafael Fernandes";RN;-6.1944;-38.2251
1303106;"Nova Olinda do Norte";AM;-3.8859;-59.0901
2914208;"Irajuba";BA;-13.2516;-40.0842
2304905;"Groaíras";CE;-3.9148;-40.3824
4210209;"Major Gercino";SC;-27.4176;-48.9529
3510302;"Capela do Alto";SP;-23.4688;-47.7342
2516904;"Uiraúna";PB;-6.5212;-38.4110
3117801;"Conceição dos Ouros";MG;-22.4124;-45.7969
5210406;"Itaberaí";GO;-16.0223;-49.8005
3543006;"Ribeirão Branco";SP;-24.2214;-48.7664
2607109;"Ingazeira";PE;-7.6766;-37.4590
1715754;"Palmeirópolis";TO;-13.0422;-48.4095
2304251;"Cruz";CE;-2.9306;-40.1807
2921054;"Matina";BA;-13.9072;-42.8408
4307104;"Herval";RS;-32.0267;-53.3950
5103304;"Comodoro";MT;-13.6601;-59.7902
3526506;"Lavínia";SP;-21.1686;-51.0403
2206100;"Matias Olímpio";PI;-3.7155;-42.5545
2500536;"Alcantil";PB;-7.7423;-36.0649
4128302;"Uniflor";PR;-23.0832;-52.1575
4202008;"Balneário Camboriú";SC;-26.9908;-48.6343
2304236;"Croatá";CE;-4.4132;-40.9025
5218805;"Rio Verde";GO;-17.7853;-50.9081
2906006;"Campo Formoso";BA;-10.5087;-40.3208
2508703;"Mãe d'Água";PB;-7.2589;-37.4265
2312403;"São Gonçalo do Amarante";CE;-3.6116;-38.9682
3543105;"Ribeirão Corrente";SP;-20.4584;-47.5893
4210050;"Macieira";SC;-26.8562;-51.3758
1707553;"Fátima";TO;-10.7645;-48.9038
5006002;"Nova Alvorada do Sul";MS;-21.4666;-54.3828
3166956;"Serranópolis de Minas";MG;-15.8107;-42.8715
3501707;"Américo Brasiliense";SP;-21.7289;-48.1030
4210035;"Luzerna";SC;-27.1330;-51.4682
5218789;"Rio Quente";GO;-17.8094;-48.7625
3518305;"Guararema";SP;-23.4143;-46.0356
4323804;"Xangri-lá";RS;-29.8013;-50.0446
1507300;"São Félix do Xingu";PA;-6.6424;-51.9943
2708600;"São Miguel dos Campos";AL;-9.7802;-36.1052
5103403;"Cuiabá";MT;-15.5676;-56.0750
4120101;"Porto Amazonas";PR;-25.5465;-49.8905
4307450;"Esperança do Sul";RS;-27.3650;-53.9875
3306008;"Três Rios";RJ;-22.1168;-43.2090
4218202;"Timbó";SC;-26.8219;-49.2779
2913507;"Iguaí";BA;-14.7552;-40.0903
3102050;"Alto Caparaó";MG;-20.4408;-41.8682
3117876;"Confins";MG;-19.6261;-43.9924
5300108;"Brasília";DF;-15.7843;-47.9081
2108009;"Pastos Bons";MA;-6.5942;-44.0803
2929305;"São Gonçalo dos Campos";BA;-12.4340;-38.9494
2500502;"Alagoinha";PB;-6.9515;-35.5468
2700409;"Atalaia";AL;-9.5022;-36.0225
2304202;"Crato";CE;-7.2309;-39.4130
3510104;"Cândido Rodrigues";SP;-21.3257;-48.6310
2312502;"São João do Jaguaribe";CE;-5.2694;-38.2721
3534757;"Ouroeste";SP;-20.0011;-50.3729
1302900;"Maués";AM;-3.3959;-57.7187
5210208;"Iporá";GO;-16.4432;-51.1205
5103379;"Cotriguaçu";MT;-9.9053;-58.5698
3518404;"Guaratinguetá";SP;-22.8171;-45.1924
4111902;"Jaguapitã";PR;-23.1081;-51.5325
3150570;"Pintópolis";MG;-16.0569;-45.1455
3551108;"Sarapuí";SP;-23.6429;-47.8279
2205409;"Joaquim Pires";PI;-3.5089;-42.1942
4315602;"Rio Grande";RS;-32.0308;-52.0978
3142254;"Miravânia";MG;-14.7478;-44.4104
4210001;"Luiz Alves";SC;-26.7214;-48.9338
4218301;"Três Barras";SC;-26.1078;-50.3187
2921104;"Medeiros Neto";BA;-17.3737;-40.2204
2905305;"Cafarnaum";BA;-11.6946;-41.4683
4128104;"Umuarama";PR;-23.7595;-53.3118
2913606;"Ilhéus";BA;-14.7978;-39.0340
2304301;"Farias Brito";CE;-6.9272;-39.5731
2410405;"Pureza";RN;-5.4672;-35.5559
3510203;"Capão Bonito";SP;-24.0037;-48.3478
3117836;"Cônego Marinho";MG;-15.2964;-44.4141
4103701;"Cambé";PR;-23.2787;-51.2832
5210307;"Israelândia";GO;-16.3191;-50.9074
3150539;"Pingo-d'Água";MG;-19.7277;-42.4098
4307401;"Esmeralda";RS;-28.0535;-51.1902
3542909;"Ribeirão Bonito";SP;-22.0694;-48.1753
2205508;"José de Freitas";PI;-4.7577;-42.5765
4315701;"Rio Pardo";RS;-29.9856;-52.3789
2516201;"Sousa";PB;-6.7586;-38.2290
1400050;"Alto Alegre";RR;2.9921;-61.3110
4201802;"Atalanta";SC;-27.4205;-49.7817
3110301;"Caldas";MG;-21.9240;-46.3874
3117702;"Conceição do Rio Verde";MG;-21.8804;-45.0879
4210100;"Mafra";SC;-26.1230;-49.8064
2304285;"Eusébio";CE;-3.8932;-38.4635
5006309;"Paranaíba";MS;-19.6773;-51.1986
2905404;"Cairu";BA;-13.4875;-39.0444
3167004;"Serranos";MG;-21.8911;-44.5082
4119905;"Ponta Grossa";PR;-25.0964;-50.1722
2304277;"Ereré";CE;-6.0324;-38.3496
2402204;"Canguaretama";RN;-6.3805;-35.1296
5103205;"Colíder";MT;-10.8053;-55.4564
1400027;"Amajari";RR;3.6551;-61.4147
2304269;"Deputado Irapuan Pinheiro";CE;-5.9155;-39.2675
2921450;"Mirante";BA;-14.2420;-40.7659
4307500;"Espumoso";RS;-28.7263;-52.8446
2508000;"Juru";PB;-7.5382;-37.8185
4218251;"Timbó Grande";SC;-26.6186;-50.6738
3102100;"Alto Rio Doce";MG;-21.0253;-43.4120
4201901;"Aurora";SC;-27.3160;-49.6377
2312304;"São Benedito";CE;-4.0458;-40.8653
3305802;"Teresópolis";RJ;-22.4181;-42.9737
2108058;"Paulino Neves";MA;-2.7197;-42.5336
4111704;"Jaboti";PR;-23.7447;-50.0745
3158805;"Santana do Jacaré";MG;-20.8996;-45.1308
4217600;"Siderópolis";SC;-28.5985;-49.4251
4323705;"Vista Gaúcha";RS;-27.2903;-53.7024
1507201;"São Domingos do Capim";PA;-1.6747;-47.7752
4120002;"Porecatu";PR;-22.7580;-51.3799
3510153;"Canitar";SP;-23.0079;-49.7842
2807006;"São Miguel do Aleixo";SE;-10.3892;-37.3823
3142304;"Moeda";MG;-20.3308;-44.0533
3125952;"Fervedouro";MG;-20.7309;-42.2804
2913408;"Igaporã";BA;-13.7721;-42.7157
2205458;"Joca Marques";PI;-3.4976;-42.4319
2304103;"Crateús";CE;-5.1758;-40.6683
4209409;"Laguna";SC;-28.4836;-48.7814
3525854;"Jumirim";SP;-23.0862;-47.7844
3305901;"Trajano de Moraes";RJ;-22.0648;-42.0595
3502101;"Andradina";SP;-20.8970;-51.3807
3509502;"Campinas";SP;-22.9011;-47.0573
4103503;"Califórnia";PR;-23.6672;-51.3581
3150604;"Piracema";MG;-20.5091;-44.4800
3109600;"Cachoeira da Prata";MG;-19.5245;-44.4514
4111803;"Jacarezinho";PR;-23.1597;-49.9735
4315503;"Restinga Sêca";RS;-29.8151;-53.3705
2108405;"Peri Mirim";MA;-2.5780;-44.8538
2929701;"Sátiro Dias";BA;-11.6039;-38.5813
3134103;"Itueta";MG;-19.3962;-41.2269
1400100;"Boa Vista";RR;2.8212;-60.6730
2807105;"Simão Dias";SE;-10.7391;-37.8090
2700805;"Belém";AL;-9.5705;-36.4932
1707405;"Esperantina";TO;-5.3653;-48.5390
3166808;"Serra do Salitre";MG;-19.1128;-46.6868
2205300;"Jerumenha";PI;-7.0878;-43.5088
3101409;"Albertina";MG;-22.2004;-46.6160
4201208;"Antônio Carlos";SC;-27.5176;-48.7678
5210604;"Itaguaru";GO;-15.7649;-49.6313
2905206;"Caetité";BA;-14.0540;-42.4719
2409704;"Pedro Avelino";RN;-5.5193;-36.3876
5006358;"Paranhos";MS;-23.8896;-55.4299
1507151;"São Domingos do Araguaia";PA;-5.5409;-48.7304
4119954;"Pontal do Paraná";PR;-25.6973;-48.4784
2100204;"Alcântara";MA;-2.4089;-44.4176
4217550;"Serra Alta";SC;-26.7298;-53.0416
4103602;"Cambará";PR;-23.0419;-50.0735
2921500;"Monte Santo";BA;-10.4404;-39.3317
4307302;"Erval Seco";RS;-27.5488;-53.5088
2708956;"Senador Rui Palmeira";AL;-9.4649;-37.4542
3125903;"Ferros";MG;-19.2320;-43.0218
5103254;"Colniza";MT;-9.4606;-59.2248
2516102;"Soledade";PB;-7.0599;-36.3636
3158607;"Santana do Deserto";MG;-21.9516;-43.1666
2205276;"Jatobá do Piauí";PI;-4.7705;-41.8191
4119301;"Pinhão";PR;-25.6953;-51.6588
3509452;"Campina do Monte Alegre";SP;-23.5916;-48.4770
3166907;"Serrania";MG;-21.5484;-46.0432
3534104;"Oriente";SP;-22.1538;-50.0913
3101508;"Além Paraíba";MG;-21.8735;-42.6772
4323770;"Westfália";RS;-29.4321;-51.7705
2401503;"Barcelona";RN;-5.9506;-35.9281
3305208;"São Pedro da Aldeia";RJ;-22.8412;-42.1013
5006200;"Nova Andradina";MS;-22.2424;-53.3434
2615201;"Terra Nova";PE;-8.2302;-39.3758
2507903;"Juripiranga";PB;-7.3751;-35.2384
4323754;"Vitória das Missões";RS;-28.3462;-54.5022
3501905;"Amparo";SP;-22.7099;-46.7745
4111100;"Itambé";PR;-23.6594;-51.9901
3525904;"Jundiaí";SP;-23.1891;-46.8843
5103601;"Dom Aquino";MT;-15.8094;-54.9203
2913457;"Igrapiúna";BA;-13.8188;-39.1421
3158706;"Santana do Garambéu";MG;-21.6023;-44.1055
4209458;"Lajeado Grande";SC;-26.8590;-52.5671
2607000;"Inajá";PE;-8.9011;-37.8245
3142601;"Monsenhor Paulo";MG;-21.7581;-45.5414
2929503;"São Sebastião do Passé";BA;-12.5148;-38.4940
5202502;"Aruanã";GO;-14.9204;-51.0832
2806909;"São Francisco";SE;-10.3497;-36.8850
2401602;"Bento Fernandes";RN;-5.6929;-35.8198
4201273;"Arabutã";SC;-27.1591;-52.1433
1715002;"Nova Rosalândia";TO;-10.5683;-48.9116
2312700;"Senador Pompeu";CE;-5.5874;-39.3715
4315552;"Rio dos Índios";RS;-27.3025;-52.8408
2205359;"João Costa";PI;-8.4898;-42.4185
2108454;"Peritoró";MA;-4.3781;-44.3394
4119251;"Pinhal de São Bento";PR;-26.0345;-53.4854
5218706;"Rianápolis";GO;-15.4488;-49.5119
4102901;"Bituruna";PR;-26.1594;-51.5547
3517703;"Guará";SP;-20.4285;-47.8248
3550407;"São Pedro";SP;-22.5515;-47.9138
3502002;"Analândia";SP;-22.1257;-47.6639
3150505;"Pimenta";MG;-20.4803;-45.8015
4201257;"Apiúna";SC;-27.0329;-49.3860
3109501;"Cabo Verde";MG;-21.4732;-46.3973
5218052;"Porteirão";GO;-17.8153;-50.1631
5006275;"Paraíso das Águas";MS;-19.0218;-53.0109
2304509;"Frecheirinha";CE;-3.7610;-40.8142
3142700;"Montalvânia";MG;-14.4221;-44.3676
1506559;"Santa Luzia do Pará";PA;-1.5247;-46.8980
2921302;"Milagres";BA;-12.8589;-39.8532
2929602;"Sapeaçu";BA;-12.7299;-39.1851
3533908;"Olímpia";SP;-20.7376;-48.9143
2516151;"Sossêgo";PB;-6.7672;-36.2475
2709004;"Tanque d'Arca";AL;-9.5334;-36.4371
5006259;"Novo Horizonte do Sul";MS;-22.6561;-53.8600
3134509;"Itutinga";MG;-21.2981;-44.6577
2409605;"Pedra Preta";RN;-5.5813;-36.1047
3101300;"Alagoa";MG;-22.1702;-44.6399
3550506;"São Pedro do Turvo";SP;-22.7496;-49.7382
2921401;"Mirangaba";BA;-10.9562;-40.5748
2905602;"Camacan";BA;-15.4218;-39.4946
3167202;"Sete Lagoas";MG;-19.4651;-44.2450
3525706;"José Bonifácio";SP;-21.0531;-49.6886
3126307;"Fortaleza de Minas";MG;-20.8497;-46.7129
3534005;"Onda Verde";SP;-20.6101;-49.2962
4127502;"Tibagi";PR;-24.5153;-50.4092
2614501;"Surubim";PE;-7.8366;-35.7595
3109451;"Cabeceira Grande";MG;-16.0281;-47.0912
2401404;"Baía Formosa";RN;-6.3692;-35.0072
5218003;"Porangatu";GO;-13.4411;-49.1472
2304459;"Fortim";CE;-4.4509;-37.7980
2108256;"Pedro do Rosário";MA;-2.9678;-45.3464
3542305;"Redenção da Serra";SP;-23.2825;-45.5335
3501301;"Álvares Machado";SP;-22.0769;-51.4715
3159001;"Santana do Riacho";MG;-19.1701;-43.7163
2606309;"Granito";PE;-7.7165;-39.6158
3167301;"Silveirânia";MG;-21.1590;-43.2157
3525805;"Júlio Mesquita";SP;-22.0116;-49.7893
2928901;"São Desidério";BA;-12.3648;-44.9769
3118106;"Congonhas do Norte";MG;-18.8078;-43.6807
2100055;"Açailândia";MA;-4.9403;-47.4653
3142502;"Monjolos";MG;-18.3241;-44.1191
5218102;"Portelândia";GO;-17.3542;-52.6793
2708808;"São Sebastião";AL;-9.9344;-36.5543
4119152;"Pinhais";PR;-25.4326;-49.1879
3150802;"Piranga";MG;-20.6852;-43.3004
1506609;"Santa Maria do Pará";PA;-1.3497;-47.5757
1400308;"Mucajaí";RR;2.4437;-60.9182
3159100;"Santana dos Montes";MG;-20.7880;-43.6914
3517604;"Guapiara";SP;-24.1843;-48.5344
2920700;"Maraú";BA;-14.1016;-39.0169
5210562;"Itaguari";GO;-15.9199;-49.6037
3550308;"São Paulo";SP;-23.5548;-46.5790
4323101;"Vicente Dutra";RS;-27.1659;-53.4048
3134301;"Itumirim";MG;-21.3156;-44.8707
1714880;"Nova Olinda";TO;-7.6337;-48.4220
